EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,STORM_ORDER,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,INCOME_ESTIMATE
88380,ATASCOSA CO.,JOURDANTON,3/29/2008,2025,Thunderstorm Wind,60,1,0,0,250000,0,TX,CST-6,EG,15543,C,13,EWX,0,0,COOP Observer, , , ,1,W,1,W,JOURDANTON,28.9217,-98.5498,28.9217,-98.5498,"A National Weather Service storm survey concluded that a microburst caused numerous trees down near downtown Jourdanton.  Trees were down along Maple, Cedar, Main streets, along with other side roads near the courthouse.  A lawn furniture manufacturing plant near the corner of Zanderson and maple was demolished with roof pieces being thrown several blocks away.  There was other minor roof damage observed to a bail bonds business across the street from the Sheriff's office near the intersection of Oak Street and Campbell Avenue.","A weak frontal boundary drifted northward into South Central Texas producing thunderstorms which caused large hail, strong winds and flash flooding in Atascosa County.",380,,
689159,AUSTIN CO.,SEALY,5/23/2017,1754,Thunderstorm Wind,87,1,0,0,1000000,0,TX,CST-6,EG,114875,C,15,HGX,0,0,NWS Storm Survey, , , ,1,S,3,WSW,SEALY,29.7594,-96.1505,29.7645,-96.1918,"Severe thunderstorms moved rapidly across the Sealy area, and a very intense and wet microburst produced significant wind damage to trees, structures and utility poles. Wind gusts may have exceeded 80 to 100 mph. The most significant damage began along or just northwest of Interstate 10 a few miles west of Sealy and moved in an approximate two mile wide swath south of the Interstate toward Highway 36. Damage included an 18 wheeler truck blown over, car windows blown out and part of a roof blown off at Sealy High School.",Severe thunderstorms developed along and ahead of a cold front and produced damaging winds and large hail. Significant downburst wind damage occurred near Sealy with an estimated 100 mph wind.,126,,
99822,BAILEY CO.,MULESHOE,5/25/2008,1735,Thunderstorm Wind,51,1,0,0,250000,0,TX,CST-6,MG,17240,C,17,LUB,0,0,Mesonet, , , ,2,SSW,8,E,MULESHOE,34.1933,-102.7434,34.22,-102.59,"Severe thunderstorm winds resulted in considerable damage in the Muleshoe vicinity between 17:35 and 17:45 CST on the 25th. Extensive damage occurred to a pair of trailer homes just southeast of the city, when one was rolled by the winds and a second home sustained heavy roof damage. A barn was additionally reported to have been destroyed and large pieces of debris obstructed a county road just northeast of Muleshoe. East of the city, extensive damage occurred at a cattle dairy, where 1,500 stables were destroyed and at least three calves were killed. Local utility companies reported nearly 100 power poles were downed by the winds.  The damaging winds were accompanied by large hail. The Texas Tech University West Texas Mesonet near Muleshoe recorded a peak wind gust of 59 mph at 17:45 CST, but winds associated with the damaging were likely stronger. No injuries were reported.","A complex of thunderstorms developed over the Texas and New Mexico border region during the late afternoon of the 25th and propagated eastward over the western South Plains. Hot afternoon temperatures over the region and relatively dry air in the sub-cloud layer contributed to an enhanced potential for dangerous thunderstorm winds. ||A mesoscale cold pool organized as thunderstorms evolved into a complex over the western South Plains during the early evening hours. The intense outflow, characterized by a blinding wall of blowing dust, resulted in significant and widespread damage in a number of South Plains communities. Multiple wind gusts between 70 and 80 mph were recorded by area meteorological mesonets, including the Texas Tech University West Texas Mesonet. ||A dairy farm east of Muleshoe (Bailey County) suffered extensive damage and a number of cattle were killed. At least two trailer homes were additionally heavily damaged and/or destroyed there. More than 130 utility poles were blown down across the area. Damages were estimated to exceed $350,000 across the region. No injuries were reported.",383,,
187120,BAILEY CO.,NEEDMORE,7/17/2009,1845,Thunderstorm Wind,70,2,0,0,500000,500000,TX,CST-6,EG,31859,C,17,LUB,0,0,Mesonet, , , ,3,W,0,W,ENOCHS,34.03,-102.7824,33.87,-102.77,"The convective complex and embedded high-precipitation supercell that impacted parts of Parmer County subsequently moved southward over Bailey County. A post storm survey by Texas Tech University West Texas Mesonet meteorologists revealed a swath of intense wind damage from between Needmore and Baileyboro southward to Enochs. At least 100 utility poles were blown down, some broken near ground-level, and several center irrigation pivots were destroyed. Minor roof damage was noted to several homes in Enochs. The winds were occasionally accompanied with nickel size hail in the Enochs vicinity. Wind-driven hail contributed to significant cotton losses. Wind speeds were estimated to be near 80 mph and event times were estimated based on radar data.","Scattered thunderstorms developed over the western Texas Panhandle and the eastern plains of New Mexico during the late afternoon hours of the 17th. These storms evolved into a large convective complex and propagated southward over the western South Plains during the evening hours. An embedded high-precipitation supercell developed within the complex and tracked over portions of Parmer, Bailey, and Cochran Counties. This storm was accompanied by large hail and a broad swath of extreme winds. Damage to cotton crops and utilities was widespread, with at least 400 electrical poles downed by the winds. The most significant structural damage occurred in Morton (Cochran County), where the Texas Tech University West Texas Mesonet recorded a peak gust of 93 mph and a number of homes and businesses sustained heavy damage. In addition, a band of severe winds developed in the wake of the departing convection as pressure gradients increased dramatically well behind the storms. These high winds characterized by gusts up to 70 mph resulted in tree, utility, and minor damages in Yoakum County. No injuries were reported. Total economical losses were estimated to exceed $5.75 million, and some county-level authorities applied for state disaster declarations.",261,,
511660,BAILEY CO.,MULESHOE WARREN ARPT,6/7/2014,2046,Thunderstorm Wind,78,3,0,0,500000,0,TX,CST-6,EG,84669,C,17,LUB,0,0,NWS Storm Survey, , , ,1,ENE,6,ENE,FAIRVIEW,34.235,-102.686,34.12,-102.516,"A strong low-level mesocyclone accompanied by destructive rear flank downdraft (RFD) winds tracked southeastward from Muleshoe to about 12 miles southeast of Muleshoe.  Although law enforcement reported a tornado, no definitive evidence of such could be determined from the NWS storm survey conducted in the following days.  Combined with direct accounts from storm chasers, the storm survey determined that significant straight line winds were to blame for the majority of damage discovered generally north of Highway 84.  Maximum sustained winds were estimated between 80 and 90 mph and created much damage to rural homes, a dairy business, farm equipment, and area power poles.  The worst damage was dealt to the Track Dairy where several lightweight structures such as shade canopies were destroyed.  At least eight head of cattle perished at this location from collapsing structures and another 30 to 40 were injured.  This damage swath ended north of Sudan along Farm-to-Market 303 where a center pivot was overturned.","An outbreak of severe storms affected many locations on the Caprock late this day and through the overnight hours resulting in numerous instances of hail damage, destructive winds and flooding.  Several of these storms were supercells and a few even developed organized low level rotation.  However, official NWS storm surveys did not find conclusive evidence of tornadic activity, but instead discovered several swaths of intense rear flank downdraft winds that at one point were measured as high as 96 mph.  Preliminary estimates indicate that several thousand acres of newly planted cotton and grain crops throughout portions of the South Plains would require replanting following torrential rains and soil erosion.  Total property and agricultural losses from this event will likely approach $250 million.",271,,
628709,BAILEY CO.,MULESHOE WARREN ARPT,6/9/2016,1750,Thunderstorm Wind,52,4,0,0,250000,0,TX,CST-6,EG,104950,C,17,LUB,0,0,Public, , , ,5,NNW,5,NNW,MULESHOE WARREN ARPT,34.3005,-102.7225,34.3005,-102.7225,"A farmer in Bailey County reported hail and wind damage to his property north of Muleshoe. Several center pivot irrigation systems were knocked over. Also, a small shed was destroyed by high winds.","An upper level short wave moving southward on the east side of an upper level ridge acted upon a very unstable atmosphere to create scattered thunderstorms during the evening hours of the 9th. A lack of wind shear prevented thunderstorms from becoming organized and severe. However, one storm did reach severe levels in Bailey County destroying a shed and turning over several center pivot irrigation links.",409,,
10348470,BANDERA CO.,Bandera,4/5/1994,1635,Thunderstorm Wind,52,1,0,0,500000,50000,TX,CST, , ,C,19, ,0,0, , ,0,0,0, ,0, , ,29.74,-99.2786,29.74,-99.2786,"Thunderstorms produced pea-sized hail and 60 mph wind gusts in Bandera.  A building was reported to have been shoved by the winds, but no one was injured. ",,189,,
5387845,BAYLOR CO.,SEYMOUR,3/4/2004,1236,Thunderstorm Wind,69,1,0,0,200000,0,TX,CST,EG,1166953,C,23,OUN,0,0,GOVT OFFICIAL, , , , , , , ,SEYMOUR,33.6,-99.27,33.6,-99.27,"Windows were blown out and garage doors blown in. Power lines, telephone poles and a few trees were also downed. The gym at the First Baptist Church collapsed. The local Sonic Drive-In sustained some damage with many of the speaker menu's uprooted and tossed across the parking lot. Seymour Hospital also lost some of the roof over the physical therapy area.",,449,,
698335,BEE CO.,NORMANNA,5/23/2017,1810,Thunderstorm Wind,78,1,0,0,5000000,1000000,TX,CST-6,EG,116180,C,25,CRP,0,0,NWS Storm Survey, , , ,2,WNW,3,SSE,PAPALOTE,28.54,-97.81,28.1304,-97.5702,"NWS Storm Survey team concluded a macroburst of straight line winds impacted Bee County. The greatest concentration of damage occurred from 10 miles northwest of Beeville to Beeville to Skidmore to east of Papalote. Peak wind speeds were estimated to be between 80 and 85 mph in Beeville and between 85 to 90 mph in Skidmore. This caused extensive and widespread tree damage, crop damage, and numerous bent or blown down utility poles. Many homes and mobile homes were damaged, mainly from falling tree limbs. A grain silo was blown down and damage occurred to the Bonnie plant farm on the south side of Beeville. Large trees were blown down in Skidmore.","During the late afternoon on the 23rd, severe thunderstorms developed across south central Texas to the south and southwest of San Antonio. These severe thunderstorms developed due to a strong jet stream, a late season cold front, and a very unstable airmass along with the presence of strong wind shear. These severe thunderstorms continued to strengthen as they moved rapidly southeastward into South Texas during the evening of the 23rd. These severe thunderstorms eventually congealed into a squall line as they moved into the Coastal Bend and eventually offshore during the late evening hours. Widespread tree damage occurred across central portions of Bee County.",53,,
10348203,BELL CO.,Belton,6/27/1995,1947,Thunderstorm Wind,69,1,0,0,200000,0,TX,CST, , ,C,27, ,0,0, , ,0,0,0, ,0, , ,31.1344,-97.5247,31.1344,-97.5247,"Wind damage occurred to roofs, and wind damage occurred at Lake Belton. ",,417,,
10348133,BELL CO.,Belton,6/27/1995,1935,Thunderstorm Wind,74,2,0,0,250000,0,TX,CST, , ,C,27, ,0,0, , ,0,0,7,N,0, , ,31.1344,-97.5247,31.1344,-97.5247,Extensive wind damage occurred to homes and businesses.  Numerous trees and power lines were blown down. ,,344,,
10348205,BELL CO.,Temple,6/27/1995,2010,Thunderstorm Wind,78,3,0,1,325000,0,TX,CST, , ,C,27, ,0,0, , ,0,0,0, ,0, , ,31.1344,-97.5247,31.1344,-97.5247,"Widespread wind damage was reported from Temple to Belton, with several outbuildings thrown onto Interstate 35.  A tree fell onto a house injuring a woman.  Several homes and businesses were partially unroofed. ",,309,,
5570699,BELL CO.,KILLEEN,11/7/1996,23,Thunderstorm Wind,80,4,0,0,450000,0,TX,CST, ,2052258,C,27,FWD,0,0, , , , , , , , ,KILLEEN,31.13,-97.73,31.13,-97.73,,"Wind gusts estimated at 80 mph damaged homes, lifted the roof off one home, and blew down trees and power lines. Wind gusts measured at 92 mph at the Killeen Municipal Airport destroyed a hangar and two planes within the hangar.",281,,
5501942,BELL CO.,HEIDENHEIMER,4/20/2006,1905,Thunderstorm Wind,74,5,0,4,1000000,0,TX,CST,ES,1209138,C,27,FWD,0,0,AMATEUR RADIO, , , , , ,1,W,ROGERS,31.02,-97.3,30.93,-97.25,At least 20 mobile homes were damaged or destroyed.  Several were rolled off their foundations and virtually disintegrated.  Numerous barns and outbuildings were destroyed.  Four people were injured.  Winds were estimated at 80 MPH.,,112,,
101256,BELL CO.,LITTLE RIVER - ACADEMY,5/14/2008,540,Thunderstorm Wind,65,6,0,0,350000,0,TX,CST-6,EG,17121,C,27,FWD,0,0,NWS Storm Survey, , , ,0,N,0,N,ZABCIKVILLE,30.98,-97.37,31.05,-97.17,A downburst damage swath which began near Salado continued east with additional tree and roof damage in Little River Academy.  The most substantial damage was observed between Heidenheimer and Rogers where several mobile homes had roof damage or were moved.  Two large barns had tin walls or sections of tin roofs removed.  A grain silo was damaged near Zabcikville.,A deep slow-moving upper level trough moved from the desert southwest into west Texas during this period.  Several shortwaves combined with surface boundaries to produce several rounds of storms.  Downbursts as well as large hail were reported in addition to flash flooding.,303,,
10348343,BEXAR CO., ,3/27/1994,56,Thunderstorm Wind,56,1,0,0,500000,50000,TX,CST, , ,C,29, ,0,0, , ,0,0,0, ,0, , ,29.42,-98.5721,29.42,-98.5721,"Hail first began falling in extreme northwestern Bexar County near 1230 CST, increasing to golf ball-size by 2450 CST.  At 2456 CST, winds gusted to 56 knots at the San Antonio International Airport.  Shortly after 0100 CST, residents in north-central San Antonio reported hearing a roaring train"" sound near the airport.  Power lines were downed in the area", trees were blown over and a sturdy metal sign was knocked down.  Windows were blown out at Broadway and Intersate 410.  Shortly afterward, wind gusts to 58 knots were recorded at Randolph Air Force Base.  Leaves were stripped from trees in north Bexar County.  Considerable damage was reported to roofs of homes and to windows of cars and houses across the northern half of Bexar County.  Some of the roof damage was due to broken tree branches being blown over onto houses.  Power was knocked to 30,,
10348396,BEXAR CO., ,3/27/1994,110,Thunderstorm Wind,58,2,0,0,500000,50000,TX,CST, , ,C,29, ,0,0, , ,0,0,0, ,0, , ,29.42,-98.5721,29.42,-98.5721,"Hail first began falling in extreme northwestern Bexar County near 1230 CST, increasing to golf ball-size by 2450 CST.  At 2456 CST, winds gusted to 56 knots at the San Antonio International Airport.  Shortly after 0100 CST, residents in north-central San Antonio reported hearing a roaring train"" sound near the airport.  Power lines were downed in the area", trees were blown over and a sturdy metal sign was knocked down.  Windows were blown out at Broadway and Intersate 410.  Shortly afterward, wind gusts to 58 knots were recorded at Randolph Air Force Base.  Leaves were stripped from trees in north Bexar County.  Considerable damage was reported to roofs of homes and to windows of cars and houses across the northern half of Bexar County.  Some of the roof damage was due to broken tree branches being blown over onto houses.  Power was knocked to 30,,
5527062,BEXAR CO.,SAYERS,7/22/2006,1800,Thunderstorm Wind,70,3,0,0,200000,0,TX,CST,EG,1217547,C,29,EWX,0,0,FIRE DEPT/RESCUE SQUAD, , , ,4,NW, , ,SAYERS,29.4,-98.35,29.37,-98.3,Severe thunderstorms winds rolled over two mobile homes and blew down trees and power lines northwest of Sayers.,,454,,
